global_id,name,device,technique,operator,sample_global_id,sample_name,description,spot_global_id,spot_attachment_file_global_id,spot_x_image,spot_y_image,Sr (ng/g),Sr_error,Li (ng/g),Li_error,SiO2 (ug/g),SiO2_error,d18O (ug/g),d18O_error,d17O (ug/g),d17O_error,Cl (ug/g),Cl_error,F (ug/g),F_error,S (cg/g),S_error,C (ug/g),C_error,H2O (ug/g),H2O_error,P2O5 (ug/g),P2O5_error,K2O (ug/g),K2O_error,Na2O (ug/g),Na2O_error,CaO (ug/g),CaO_error,MgO (cg/g),MgO_error,NiO (ug/g),NiO_error,MnO (ug/g),MnO_error,FeO (cg/g),FeO_error,Cr2O3 (ug/g),Cr2O3_error,Al2O3 (ug/g),Al2O3_error,TiO2 (ug/g),TiO2_error,total (cg/g),total_error,SO3 (ug/g),SO3_error
20131126173831-938206,CBK-1-i/O-3iso/ys_ol_cbk1i@1649@1651/@1649,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126173837-191820,20131126173837-241582,259.7275390625,-441.9189453125,,,,,377400.0,,,,,,,,,,,,,,,,,,,,,,,,36.56,,,,4100.0,,25.24,,,,,,,,99.96,,,
20131126173844-941110,CBK-1-i/O-3iso/ys_ol_cbk1i@1649@1651/@1650,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126173849-455487,20131126173837-241582,422.6611328125,-198.287109375,,,,,378700.0,,,,,,,,,,,,,,,,,,,,,,1700.0,,36.7,,,,5000.0,,24.77,,,,,,,,100.0,,,
20131126173856-911863,CBK-1-i/O-3iso/ys_ol_cbk1i@1649@1651/@1651,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126173905-139508,20131126173837-241582,429.578125,-98.375,,,,,381700.0,,,,,,,,,,,,,,,,,,,,,,2400.0,,37.68,,,,4000.0,,23.4,,,,,,,,99.88,,,
20131126163558-905033,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@939,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163604-972104,20131126163603-321836,349.6484375,-236.71484375,,,,,375200.0,,,,,,,,,,,,,,,,,,,,,,,,35.97,,,,4900.0,,26.13,,,,,,,,100.11,,,
20131126163605-788050,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@940,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163610-914692,20131126163603-321836,375.779296875,-265.1513671875,,,,,380200.0,,,,,,,,,,,,,,,,,,,,,,3800.0,,37.16,,,,5000.0,,23.34,,4500.0,,,,,,99.85,,,
20131126163611-388321,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@941,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163615-465945,20131126163603-321836,358.1025390625,-301.2734375,,,,,372200.0,,,,,,,,,,,,,,,,,,,,,,,,35.62,,,,3700.0,,26.69,,,,,,,,99.91,,,
20131126163616-589531,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@944,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163624-306248,20131126163603-321836,521.8046875,-219.806640625,,,,,378000.0,,,,,,,,,,,,,,,,,,,,,,3100.0,,36.73,,,,3900.0,,24.4,,3700.0,,,,,,100.0,,,
20131126163625-593602,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@945,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163629-648130,20131126163603-321836,695.498046875,-362.7578125,,,,,372500.0,,,,,,,,,,,,,,,,,,,,,,,,35.57,,,,4100.0,,26.86,,,,,,,,100.09,,,
20131126163630-141983,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@946,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163634-799706,20131126163603-321836,134.453125,-201.361328125,,,,,376100.0,,,,,,,,,,,,,,,,,,,,,,,,36.95,,,,3700.0,,25.22,,,,,,,,100.15,,,
20131126163635-574777,CBK-1-i/O-3iso/ys_ol_cbk1i@939@946/@948,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126163641-111895,20131126163603-321836,39.15234375,-16.908203125,,,,,375700.0,,,,,,,,,,,,,,,,,,,,,,,,36.33,,,,4500.0,,25.33,,1600.0,,,,,,99.84,,,
20131126170310-962279,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@1046,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170315-002273,20131126170241-277943,404.2158203125,-291.2822265625,,,,,371000.0,,,,,,,,,,,,,,,,,,,,,,,,35.49,,,,4500.0,,26.99,,,,,,,,100.03,,,
20131126170236-535436,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@955,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170242-655333,20131126170241-277943,128.3046875,-441.150390625,,,,,372900.0,,,,,,,,,,,,,,,,,,,,,,,,35.7,,,,5400.0,,26.68,,,,,,,,100.22,,,
20131126170243-660982,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@969,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170248-571695,20131126170241-277943,162.8896484375,-339.701171875,,,,,376700.0,,,,,,,,,,,,,,,,,,,,,,2800.0,,34.56,,,,5000.0,,26.42,,,,3000.0,,,,99.74,,,
20131126170249-945291,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@989,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170254-157385,20131126170241-277943,159.046875,-412.7138671875,,,,,373700.0,,,,,,,,,,,,,,,,,,,,,,,,35.77,,,,3600.0,,26.58,,,,,,,,100.08,,,
20131126170255-404933,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@990,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170301-665045,20131126170241-277943,169.806640625,-388.1201171875,,,,,374000.0,,,,,,,,,,,,,,,,,,,,,,,,35.7,,,,4500.0,,26.37,,,,,,,,99.92,,,
20131126170302-544730,CBK-1-i/O-3iso/ys_ol_cbk1i@955@1046/@991,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126170309-396936,20131126170241-277943,667.0615234375,-5.3798828125,,,,,425900.0,,,,,,,,,,,,,,,,,,1600.0,,,,4900.0,,31.23,,,,4000.0,,22.27,,4800.0,,19800.0,,,,99.6,,,
20131126171811-411137,CBK-1-i/O-3iso/ys_ol_cbk1i@980@986/@980,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126171818-431087,20131126171817-900630,424.1982421875,-227.4921875,,,,,374000.0,,,,,,,,,,,,,,,,,,,,,,,,35.74,,,,4000.0,,26.69,,,,,,,,100.23,,,
20131126171818-336158,CBK-1-i/O-3iso/ys_ol_cbk1i@980@986/@981,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126171823-581000,20131126171817-900630,354.259765625,-86.8466796875,,,,,373300.0,,,,,,,,,,,,,,,,,,,,,,,,35.55,,,,4400.0,,26.82,,,,,,,,100.15,,,
20131126171824-309298,CBK-1-i/O-3iso/ys_ol_cbk1i@980@986/@982,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126171828-938552,20131126171817-900630,262.033203125,-179.0732421875,,,,,373300.0,,,,,,,,,,,,,,,,,,,,,,,,35.74,,,,4600.0,,26.36,,,,,,,,99.89,,,
20131126171829-383172,CBK-1-i/O-3iso/ys_ol_cbk1i@980@986/@985,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126171835-516720,20131126171817-900630,190.5576171875,-176.767578125,,,,,386400.0,,,,,,,,,,,,,,,,,,,,,,3200.0,,38.92,,1400.0,,3500.0,,21.11,,2300.0,,2500.0,,,,99.96,,,
20131126171836-144618,CBK-1-i/O-3iso/ys_ol_cbk1i@980@986/@986,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126171842-729249,20131126171817-900630,222.068359375,-478.8095703125,,,,,371600.0,,,,,,,,,,,,,,,,4100.0,,,,,,1500.0,,35.72,,,,4400.0,,26.08,,,,,,,,99.96,,,
20131126174043-717381,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1701,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174050-213616,20131126174050-285121,575.603515625,-185.990234375,,,,,548500.0,,,,,,,,,,,,,,,,,,,,,,7800.0,,27.26,,,,5200.0,,16.27,,,,,,,,99.69,,,
20131126174057-316507,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1702,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174104-931149,20131126174050-285121,565.6123046875,-272.068359375,,,,,542700.0,,,,,,,,,,,,,,,,,,,,,,8300.0,,27.2,,,,4900.0,,16.48,,,,,,2200.0,,99.81,,3200.0,
20131126174111-432545,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1703,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174117-961547,20131126174050-285121,456.4775390625,-96.0693359375,,,,,543600.0,,,,,,,,,,,,,,,,,,,,,,28700.0,,26.45,,,,4800.0,,15.28,,4100.0,,,,2200.0,,100.07,,,
20131126174124-914250,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1705,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174129-625548,20131126174050-285121,267.4130859375,-272.068359375,,,,,548300.0,,,,,,,,,,,,,,,,,,,,,,5700.0,,27.79,,,,5300.0,,16.04,,,,,,,,99.77,,,
20131126174136-341155,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1706,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174142-605946,20131126174050-285121,356.5654296875,-192.138671875,,,,,538900.0,,,,,,,,,,,,,,,,,,,,,,12000.0,,27.73,,,,4900.0,,15.1,,,,,,,,99.61,,12000.0,
20131126174149-331322,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1707,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174156-821271,20131126174050-285121,580.9833984375,-440.3818359375,,,,,553200.0,,,,,,,,,,,,,,,,,,,,,,77000.0,,23.75,,,,4000.0,,11.49,,2800.0,,9600.0,,,,99.9,,,
20131126174203-943058,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1708,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174208-173319,20131126174050-285121,581.751953125,-475.7353515625,,,,,549000.0,,,,,,,,,,,,,,,,,,,,,,7000.0,,27.71,,,,4600.0,,16.13,,,,,,,,99.9,,,
20131126174221-075600,CBK-1-i/O-3iso/ys_xxx_cbk1i@1701@1722/@1722,SEM-EDS,,,20130902160128-765898,mount CBK-1-i,,20131126174227-409702,20131126174050-285121,644.0048828125,-258.234375,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,,7000.0,,32.54,,556400.0,,62000.0,,22500.0,,99.71,,,
