global_id,name,device,technique,operator,sample_global_id,sample_name,description,spot_global_id,spot_attachment_file_global_id,spot_x_image,spot_y_image,SiO2 (ug/g),SiO2_error,Li (ng/g),Li_error,Sr (ng/g),Sr_error,d17O (ug/g),d17O_error,d18O (ug/g),d18O_error,TiO2 (ug/g),TiO2_error,Al2O3 (ug/g),Al2O3_error,Cr2O3 (ug/g),Cr2O3_error,FeO (cg/g),FeO_error,MnO (ug/g),MnO_error,NiO (ug/g),NiO_error,MgO (cg/g),MgO_error,CaO (ug/g),CaO_error,Na2O (ug/g),Na2O_error,K2O (ug/g),K2O_error,P2O5 (ug/g),P2O5_error,H2O (ug/g),H2O_error,C (ug/g),C_error,S (cg/g),S_error,F (ug/g),F_error,Cl (ug/g),Cl_error,total (cg/g),total_error,SO3 (ug/g),SO3_error,Y (ng/g),Y_error,Zr (ng/g),Zr_error,Nb (ng/g),Nb_error,Ba (ng/g),Ba_error,La (ng/g),La_error,Ce (ng/g),Ce_error,Pr (ng/g),Pr_error,Nd (ng/g),Nd_error,Sm (ng/g),Sm_error,Eu (ng/g),Eu_error,Gd (ng/g),Gd_error,Dy (ng/g),Dy_error,Er (ng/g),Er_error,Yb (ng/g),Yb_error,Lu (ng/g),Lu_error,Hf (ng/g),Hf_error,nNa (ug/g),nNa_error,nMg (cg/g),nMg_error,nAl (cg/g),nAl_error,nTi (cg/g),nTi_error,nCr (cg/g),nCr_error,nMn (ug/g),nMn_error,nFe (cg/g),nFe_error,nP (cg/g),nP_error,nCl (cg/g),nCl_error,nCa (cg/g),nCa_error
20131030170934-047642,ys_ol_CBK1a@92,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170938-209916,20131030170552-848416,495.0,-801.0,377000.0,0.0,799.567812447683,11.8578614638738,126.701809692799,23.2381186776062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170939-134760,ys_ol_CBK1a@93,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170944-603550,20131030170552-848416,509.0,-733.0,377000.0,0.0,2079.79433233075,19.8159533849279,125.773640518778,18.1980004308968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131101141746-803979,ys_ol_CBK1a@100,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131101141753-379791,20131030170552-848416,638.0,-97.0,377000.0,0.0,2497.08544367903,40.7527977868999,523.781740906719,29.9676613771723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131101142641-938067,ys_ol_CBK1a@101,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131101142646-804536,20131030170558-538091,494.0,-127.0,377000.0,0.0,2200.58682730615,42.8534334443062,6229.56368270122,147.758905119769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170600-230817,ys_ol_CBK1a@102,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170604-953328,20131030170558-538091,531.0,-223.0,377000.0,0.0,1200.32086703016,11.0276203982627,1716.48081146148,48.8021955664251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170605-783369,ys_ol_CBK1a@103,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170609-928532,20131030170558-538091,617.0,-333.0,377000.0,0.0,1462.96039981953,17.8165398331933,1644.18894871462,70.279900355799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170610-702803,ys_ol_CBK1a@104,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170615-353764,20131030170558-538091,605.0,-441.0,377000.0,0.0,761.521858594542,13.1531498007287,373.901726016138,27.9295729244976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170616-320312,ys_ol_CBK1a@105,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170620-833527,20131030170558-538091,590.0,-538.0,377000.0,0.0,1646.57748280538,24.7440302946089,675.306988448136,37.7290171718798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170621-509159,ys_ol_CBK1a@106,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170625-623091,20131030170558-538091,580.0,-636.0,377000.0,0.0,3160.47754849682,22.0552733842201,1718.94552847928,98.1763358484615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170626-870426,ys_ol_CBK1a@107,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170630-169469,20131030170558-538091,531.0,-720.0,377000.0,0.0,5421.12961636584,38.1005718103456,169.265323336977,15.571979048239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170631-015845,ys_ol_CBK1a@108,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170635-131349,20131030170558-538091,504.0,-825.0,377000.0,0.0,3269.39304711689,28.9529855956936,372.141668156391,30.8731559360052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170637-253305,ys_ol_CBK1a@109,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170643-000566,20131030170642-504623,86.0,-493.0,377000.0,0.0,910.175817238805,12.7940353496999,577.687312264095,20.6934605001034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170644-991262,ys_ol_CBK1a@110,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170649-108700,20131030170642-504623,180.0,-552.0,377000.0,0.0,431.507506194782,6.63785230177463,915.82212889892,39.3781983679167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170650-894199,ys_ol_CBK1a@111,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170659-783790,20131030170642-504623,146.0,-383.0,377000.0,0.0,1831.31427729981,14.881827144036,6728.63521520802,89.5314516601605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170700-982543,ys_ol_CBK1a@112,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170704-923253,20131030170642-504623,222.0,-339.0,377000.0,0.0,1883.33158792793,20.4397758168172,384.193143070286,23.4807585748776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170705-580088,ys_ol_CBK1a@113,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170708-395654,20131030170642-504623,353.0,-352.0,377000.0,0.0,2085.02100267634,18.4866088709374,435.687001091167,28.4048068713485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170709-970271,ys_ol_CBK1a@114,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170713-584824,20131030170642-504623,455.0,-304.0,377000.0,0.0,2857.09936861341,30.8035349393219,1291.62132044927,212.48135651146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170714-222323,ys_ol_CBK1a@115,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170718-808742,20131030170642-504623,577.0,-288.0,377000.0,0.0,2349.56355627547,26.9060907730201,5186.91015981126,124.368720375849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170719-247094,ys_ol_CBK1a@116,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170723-760859,20131030170642-504623,679.0,-277.0,377000.0,0.0,3724.16229573989,34.3838424107797,133.973675943825,13.8115866773706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170724-226522,ys_ol_CBK1a@117,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170728-215136,20131030170642-504623,825.0,-276.0,377000.0,0.0,2089.68923909426,21.2569874355666,229.079572523854,16.1784128157413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170729-734248,ys_ol_CBK1a@118,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170733-385732,20131030170642-504623,911.0,-323.0,377000.0,0.0,2262.97442828677,20.1592583178529,506.171754150629,33.8412905029959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170734-304724,ys_ol_CBK1a@119,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170738-569807,20131030170642-504623,836.0,-565.0,377000.0,0.0,3038.23021555945,29.149328727266,114.292366336544,11.1656977364813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170739-521559,ys_ol_CBK1a@120,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170743-890740,20131030170642-504623,932.0,-589.0,377000.0,0.0,1945.01441468229,23.2498769423827,96.8260430819487,12.1172257776356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170744-656488,ys_ol_CBK1a@71,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170750-058662,20131030170749-346152,130.0,-440.0,377000.0,0.0,502.765553898202,8.25016234266813,748.778386419236,35.4376446538121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170751-973931,ys_ol_CBK1a@72,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170756-897341,20131030170749-346152,178.0,-385.0,377000.0,0.0,1695.24674614884,24.2917670105363,115.500874951557,12.9168238431149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170757-473522,ys_ol_CBK1a@73,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170801-698896,20131030170749-346152,301.0,-364.0,377000.0,0.0,1499.34613700515,27.9286299587875,115.302662837631,18.8290331555736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170802-894709,ys_ol_CBK1a@74,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170806-592686,20131030170749-346152,448.0,-382.0,377000.0,0.0,670.205740689018,7.803149884946921,118.722117802801,18.0100678200282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170807-663861,ys_ol_CBK1a@75,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170811-891119,20131030170749-346152,555.0,-416.0,377000.0,0.0,1263.30814608995,12.2460306922275,93.3746528783193,11.0500068888619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170812-520295,ys_ol_CBK1a@76,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170815-560580,20131030170749-346152,639.0,-470.0,377000.0,0.0,1575.13928583652,20.9299364044494,144.347082621197,16.5104341753016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170816-732600,ys_ol_CBK1a@77,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170820-799130,20131030170749-346152,709.0,-537.0,377000.0,0.0,2237.68909664791,31.4624197258446,129.952103440593,11.3589198874231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170821-227273,ys_ol_CBK1a@78,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170825-801720,20131030170749-346152,769.0,-621.0,377000.0,0.0,2365.57517624912,43.491250779302,111.939008187229,10.8552682656689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170826-369997,ys_ol_CBK1a@79,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170830-760462,20131030170749-346152,851.0,-702.0,377000.0,0.0,450.388208116658,7.75295046125811,102.208349248944,12.8795650994321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170831-600992,ys_ol_CBK1a@80,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170835-375370,20131030170749-346152,963.0,-755.0,377000.0,0.0,1733.71234037708,34.3216128304148,8934.74194203554,107.047730173511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170836-101572,ys_ol_CBK1a@81,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170842-837872,20131030170841-303582,506.0,-113.0,377000.0,0.0,2209.99820125786,17.7974094768571,1786.18170960531,83.12010563031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170843-942720,ys_ol_CBK1a@82,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170847-443045,20131030170841-303582,527.0,-244.0,377000.0,0.0,2117.51302799456,19.6880768363142,225.974101266344,24.8956624735136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170848-113438,ys_ol_CBK1a@83,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170852-764804,20131030170841-303582,567.0,-369.0,377000.0,0.0,2157.47524301207,17.8330694415855,274.713824064801,30.1580860172319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170853-631476,ys_ol_CBK1a@84,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170857-660500,20131030170841-303582,598.0,-477.0,377000.0,0.0,1427.69501148247,17.7161937562881,110.422743746754,15.0143376100733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170858-233425,ys_ol_CBK1a@85,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170902-123110,20131030170841-303582,597.0,-573.0,377000.0,0.0,2801.97431062375,15.9542554243474,74.566233035962,10.9648663985628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170903-073481,ys_ol_CBK1a@86,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170907-523024,20131030170841-303582,593.0,-630.0,377000.0,0.0,3830.89577328214,12.7578194501232,118.797993611196,13.0820645062951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170909-998770,ys_ol_CBK1a@87,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170912-157153,20131030170841-303582,653.0,-699.0,377000.0,0.0,2108.94050608714,14.5524814224125,105.032484856041,10.5547497716358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170913-339701,ys_ol_CBK1a@88,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170917-016385,20131030170841-303582,600.0,-777.0,377000.0,0.0,3147.03822760469,34.3520533192671,336.537645065585,27.9535522678298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170918-678798,ys_ol_CBK1a@89,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170923-266784,20131030170841-303582,532.0,-802.0,377000.0,0.0,2045.00268767576,18.0274746588638,1516.87108242149,53.481593399154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170924-925545,ys_ol_CBK1a@90,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170928-557163,20131030170841-303582,464.0,-709.0,377000.0,0.0,1620.44183285448,16.6062079971967,1921.80116825164,54.2370634050522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170929-207938,ys_ol_CBK1a@91,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170933-750507,20131030170552-848416,448.0,-818.0,377000.0,0.0,1069.3000407885,15.6972709010398,576.809119291045,35.2832460455485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170945-343613,ys_ol_CBK1a@94,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170949-100713,20131030170552-848416,555.0,-568.0,377000.0,0.0,1250.44035232092,14.2340994688643,12202.670241644,172.53868791893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170950-905800,ys_ol_CBK1a@95,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170954-387165,20131030170552-848416,586.0,-509.0,377000.0,0.0,1825.90972308756,19.8360872238394,136.18848210494,13.6992629546521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030170955-180735,ys_ol_CBK1a@96,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030170959-470185,20131030170552-848416,588.0,-443.0,377000.0,0.0,1320.75302526531,14.2720661727604,870.297934343119,52.7801041221971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030171000-498062,ys_ol_CBK1a@97,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030171004-955307,20131030170552-848416,634.0,-348.0,377000.0,0.0,523.927147767254,11.2204023244807,145.653824613852,14.1681620197487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131030171005-484268,ys_ol_CBK1a@98,Cameca ims 5f,,,20130528105407-768847,TS CBK-1-a,,20131030171009-737696,20131030170552-848416,649.0,-285.0,377000.0,0.0,2650.15055464925,22.9810408415222,999.118937555867,58.2040232396426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131107212922-287345,ys_ol_CBK1a@99,,,,20130528105407-768847,TS CBK-1-a,,20131107212925-075698,20131030170552-848416,688.0,-142.0,377000.0,0.0,2146.38328969573,19.4996797306425,150.653325237862,13.2676062651075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130630105039-442928,LF5119,MAT253,,,20130612154927-984840,slab-CBK-1-c,,,,,,,,,,,,3947.0,21.0,5129.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130630104854-729788,LF5117,MAT253,,,20130612154927-984840,slab-CBK-1-c,,,,,,,,,,,,3929.0,25.0,5102.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130630104655-062249,LF5115,MAT253,,,20130612154927-984840,slab-CBK-1-c,,,,,,,,,,,,3947.0,15.0,5192.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183125-151144,LF4904,MAT253,,,20130426091354-221121,1-2,,,,,,,,,,,,3886.0,23.0,5089.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183015-777274,LF4902,MAT253,,,20130426091354-221121,1-2,,,,,,,,,,,,3746.0,20.0,4771.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413184328-510665,LF4896,MAT253,,,20130426091319-797253,OK-11,,,,,,,,,,,,3761.0,13.0,4798.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413184224-763327,LF4894,MAT253,,,20130426091319-797253,OK-11,,,,,,,,,,,,3835.0,24.0,4956.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413184532-733752,LF4900,MAT253,,,20130426091326-534205,OK-7,,,,,,,,,,,,3645.0,25.0,4686.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413184434-817218,LF4898,MAT253,,,20130426091326-534205,OK-7,,,,,,,,,,,,3730.0,22.0,4784.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183820-951770,LF4888,MAT253,,,20130426091402-242642,OK-6,,,,,,,,,,,,3810.0,14.0,4867.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183716-775646,LF4886,MAT253,,,20130426091402-242642,OK-6,,,,,,,,,,,,3751.0,26.0,4730.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413184106-456038,LF4892,MAT253,,,20130426091333-364144,OK-4,,,,,,,,,,,,3876.0,14.0,4961.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183950-087202,LF4890,MAT253,,,20130426091333-364144,OK-4,,,,,,,,,,,,3861.0,12.0,4926.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183551-399810,LF4907,MAT253,,,20130426091340-703291,OK-10,,,,,,,,,,,,3861.0,26.0,4973.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130413183437-961568,LF4841,MAT253,,,20130426091340-703291,OK-10,,,,,,,,,,,,3896.0,18.0,5062.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130416141033-463724,LF4935,MAT253,,,20130426091305-687945,OK-9,,,,,,,,,,,,3924.0,18.0,5162.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
